SampleDate;Roskilde;Copenhagen;Aarhus;Frederiksberg;Kalundborg;Middelfart;Gentofte;Solrød;Allerød;Dragør;Helsingør;Hillerød;Rudersdal;Næstved;Aalborg;Vallensbæk;Esbjerg;Favrskov;Frederikssund;Furesø;Greve;Holbæk;Kolding;Odense;Silkeborg;Skanderborg;Vejle;Aabenraa;Ballerup;Egedal;Faxe;Fredericia;Faaborg-Midtfyn;Gladsaxe;Guldborgsund;Haderslev;Halsnæs;Herlev;Herning;Hjørring;Horsens;Hvidovre;Hørsholm;Køge;Lejre;Lolland;Lyngby-Taarbæk;Nordfyns;Nyborg;Randers;Rødovre;Skive;Slagelse;Sorø;Stevns;Svendborg;Syddjurs;Sønderborg;Vejen;Viborg;Vordingborg;Billund;Brøndby;Frederikshavn;Gribskov;Holstebro;Kerteminde;Mariagerfjord;Norddjurs;Odder;Odsherred;Rebild;Ringkøbing-Skjern;Vesthimmerlands;Glostrup;Høje-Taastrup;Jammerbugt;Morsø;Thisted;Tønder;Tårnby;Assens;Fredensborg;Ishøj;Lemvig;Albertslund;Bornholm;Ikast-Brande;Langeland;Ringsted;Struer;Brønderslev;Hedensted;Varde;Læsø;Ærø;Fanø;Samsø;"NA";Christiansø
2021-01-09;22;140;78;22;24;2;15;5;3;5;24;14;12;18;35;8;33;8;12;12;26;23;11;41;20;14;13;13;23;8;3;6;3;22;16;5;4;10;7;7;25;14;6;14;6;13;7;1;2;11;11;5;19;5;5;2;5;12;6;12;5;2;13;13;11;13;3;12;1;5;6;6;9;3;4;25;8;1;12;3;15;3;17;12;0;12;1;5;0;2;2;4;2;12;0;1;0;0;0;0
2021-01-10;20;126;62;20;11;8;20;6;3;1;25;8;4;11;27;2;15;10;5;7;14;22;8;44;15;14;15;10;9;12;6;3;4;17;17;4;3;14;10;9;13;14;2;13;3;9;4;9;2;13;11;8;14;3;0;2;1;8;2;11;5;2;25;9;7;8;1;7;4;2;9;2;2;2;5;13;6;0;5;3;11;4;14;9;1;16;1;3;0;4;3;14;5;5;0;0;0;0;0;0
2021-01-11;29;183;77;26;15;14;11;6;11;3;29;16;7;28;38;10;22;5;21;8;29;19;15;29;12;15;19;6;37;8;8;10;4;33;7;17;3;15;16;12;12;18;3;21;3;5;11;3;7;12;12;6;14;2;7;8;6;8;4;5;6;2;13;8;31;10;3;8;3;7;15;5;3;6;10;26;7;5;11;9;18;12;14;12;1;23;2;2;1;10;2;7;2;12;0;1;0;0;0;0
2021-01-12;19;226;65;24;14;6;18;1;4;4;27;12;15;20;31;7;16;7;18;9;13;28;8;35;16;21;23;2;9;6;16;7;0;29;11;7;5;10;2;5;7;21;8;15;11;21;10;5;3;21;8;1;32;4;3;10;4;8;2;8;7;1;15;13;13;8;1;14;2;2;7;7;3;7;8;20;5;2;12;3;18;5;17;10;1;13;2;2;1;12;5;8;3;6;0;3;0;0;0;0
2021-01-13;18;164;60;45;13;10;18;5;1;5;6;7;13;9;27;5;16;4;7;19;12;19;11;34;15;15;9;9;15;8;4;8;4;23;10;4;6;16;6;14;13;13;3;17;7;3;17;4;2;9;10;8;10;2;5;1;3;12;3;7;5;3;12;15;12;2;1;18;8;3;9;3;5;15;8;28;3;4;6;8;11;5;16;13;1;11;1;4;0;9;3;14;5;7;0;0;0;0;0;0
2021-01-14;25;149;71;21;11;12;11;1;2;9;16;12;15;11;33;3;24;1;5;11;10;15;13;32;5;28;13;4;12;8;2;7;2;18;8;1;7;1;7;12;17;9;7;15;8;6;11;4;6;16;12;9;14;1;6;1;5;8;1;4;7;1;9;13;14;5;0;7;1;3;5;9;4;4;5;15;3;2;5;8;6;5;20;7;0;7;0;2;0;1;5;8;4;7;0;1;0;0;0;0
2021-01-15;15;138;36;15;10;6;15;5;5;2;9;7;6;10;16;4;10;5;8;3;5;20;10;26;2;17;7;15;17;9;2;8;3;13;12;8;5;14;7;14;10;13;3;17;3;7;1;5;0;7;13;4;9;3;1;1;4;9;7;9;2;2;13;10;4;4;0;20;2;1;9;3;1;5;5;12;4;1;6;6;20;1;16;6;1;12;2;5;1;2;1;4;1;2;0;1;0;0;0;0
2021-01-16;15;122;21;10;5;5;8;0;2;1;21;3;6;11;26;4;21;1;8;5;6;13;6;28;3;13;14;5;16;3;8;5;1;12;5;2;3;8;1;5;5;11;6;9;4;13;3;5;2;5;9;2;8;2;0;5;2;15;3;3;4;0;12;13;5;3;1;11;2;3;2;1;6;3;3;18;2;2;7;3;7;0;14;14;0;5;0;0;1;0;1;4;1;3;0;2;0;0;0;0
2021-01-17;20;110;28;12;4;6;8;0;1;4;16;9;7;7;23;3;8;2;8;6;13;12;9;27;5;8;6;2;11;8;5;8;2;15;5;3;0;4;3;5;6;6;2;15;6;3;7;1;2;5;11;1;13;1;2;1;1;6;5;3;2;1;8;7;6;1;0;3;0;1;5;4;2;4;2;8;5;3;7;4;4;4;17;17;1;7;2;6;0;2;3;4;2;2;0;0;0;0;0;0
2021-01-18;17;134;45;18;4;5;11;1;0;4;11;10;9;10;32;8;21;3;7;14;10;15;21;30;12;13;14;9;15;11;7;4;2;10;7;3;5;8;6;8;8;19;4;17;15;4;10;3;3;8;10;2;2;6;4;2;3;8;4;2;8;1;15;7;20;2;0;7;3;2;10;4;2;0;4;34;3;3;5;5;15;3;14;10;1;8;1;3;1;3;2;4;2;12;0;0;1;0;0;0
2021-01-19;19;123;30;11;5;2;13;7;3;4;20;6;9;18;26;2;23;6;6;7;10;22;14;35;10;5;15;8;14;10;7;15;4;11;7;7;1;5;11;8;5;17;3;9;7;19;4;1;3;7;8;5;7;0;6;2;3;28;3;13;7;1;23;11;7;4;2;10;3;0;9;7;3;5;3;14;11;0;13;7;13;1;8;9;0;8;0;1;1;5;6;2;0;9;0;0;0;0;0;0
2021-01-20;20;115;28;18;4;3;16;5;2;5;8;1;8;10;26;3;11;6;3;4;4;13;22;21;0;15;9;5;15;8;8;6;4;18;14;4;4;8;6;12;8;10;2;18;9;6;7;0;4;12;4;7;8;4;7;3;6;7;2;3;5;5;8;11;3;3;0;10;1;2;6;2;3;6;2;15;1;2;8;3;6;2;8;10;0;3;2;3;1;8;4;2;3;6;0;0;0;0;1;0
2021-01-21;25;128;38;21;12;5;10;4;4;6;9;4;9;21;30;8;22;9;7;15;8;15;7;29;8;6;20;7;8;10;6;6;4;13;3;6;3;4;5;6;7;11;5;11;7;7;8;0;5;5;8;6;8;5;0;2;4;9;3;4;7;0;17;8;5;7;1;7;0;1;2;1;0;3;5;24;5;3;10;0;4;1;9;12;0;8;1;9;1;5;1;2;10;7;0;0;0;0;0;0
2021-01-22;15;99;32;10;6;1;5;2;2;8;5;2;4;12;23;6;13;1;3;4;6;10;10;27;8;7;4;6;6;5;4;7;5;15;10;5;7;10;2;19;7;11;3;15;8;9;8;6;2;4;3;2;10;3;1;3;7;8;1;2;9;0;9;7;3;4;0;3;5;1;6;1;3;8;7;25;10;5;2;4;11;7;7;7;0;1;0;9;1;4;0;5;1;6;0;0;0;0;0;0
2021-01-23;21;99;27;13;2;0;6;4;3;3;6;3;4;11;20;1;12;5;6;5;6;12;13;18;7;3;6;4;6;6;4;2;10;10;0;3;5;8;3;6;5;12;2;9;5;5;3;1;2;7;2;6;5;1;3;2;1;6;3;6;5;2;6;1;7;1;4;3;5;1;4;0;3;1;0;11;6;0;7;0;10;3;5;10;0;4;0;2;0;3;1;0;1;12;0;0;0;0;0;0
2021-01-24;13;88;17;9;2;3;6;7;3;1;2;3;5;9;21;8;12;6;5;10;4;7;1;13;3;6;8;5;7;7;3;3;6;12;5;5;2;5;5;6;2;15;1;12;5;3;8;1;2;4;6;2;3;3;1;1;3;2;3;2;3;0;10;3;3;2;0;4;1;0;3;5;0;2;2;8;5;0;9;0;4;1;11;2;0;2;0;2;0;1;0;2;0;5;0;0;0;0;0;0
2021-01-25;16;121;12;13;1;7;5;2;2;1;12;3;9;10;23;11;12;2;7;7;18;16;8;15;8;5;10;3;4;3;4;5;12;17;1;6;6;4;6;6;6;17;5;17;6;7;7;4;4;6;8;0;11;7;1;7;10;8;6;5;1;0;9;8;5;5;1;4;1;1;7;2;3;1;9;22;0;1;3;2;6;3;7;5;1;6;0;6;0;6;1;3;5;10;0;0;0;0;0;0
2021-01-26;19;99;30;11;7;2;13;2;1;0;9;7;8;9;30;3;15;1;7;2;20;16;2;17;12;2;7;4;10;4;5;6;6;11;6;5;6;2;4;6;6;11;2;11;7;9;3;0;8;7;8;2;8;1;6;4;2;8;4;5;2;1;5;1;5;2;3;7;3;2;4;3;2;2;6;10;4;0;12;0;7;6;4;9;0;11;2;6;0;3;0;2;8;8;0;0;0;0;0;0
2021-01-27;7;85;11;15;5;2;4;2;5;3;4;3;3;10;17;7;8;3;5;3;5;8;9;12;4;7;6;2;1;3;1;3;4;19;4;3;2;2;5;3;6;8;3;21;9;7;7;2;4;8;5;3;8;4;3;2;3;3;3;1;0;1;13;5;0;0;1;2;2;1;2;1;0;3;4;17;0;0;4;1;5;0;13;6;2;5;0;5;0;6;1;1;1;13;0;0;0;0;0;0
2021-01-28;10;71;19;10;2;1;10;3;0;5;12;2;10;3;18;5;9;1;4;5;15;11;2;10;4;5;8;4;3;9;4;2;3;11;1;4;1;4;4;4;3;16;1;7;7;2;4;3;5;7;8;8;8;1;4;2;3;3;1;3;1;1;7;3;1;2;1;0;3;0;2;1;2;1;3;9;5;2;5;1;2;1;10;4;1;9;0;3;2;2;2;0;1;6;0;0;0;0;0;0
2021-01-29;8;70;8;11;3;4;11;1;2;1;6;4;3;1;15;2;5;2;2;7;12;2;6;3;0;5;3;5;1;4;1;3;3;5;1;10;2;2;2;2;8;4;3;8;4;3;5;5;4;6;4;4;5;2;3;7;3;7;7;0;2;1;4;1;3;2;0;2;0;0;0;1;0;0;1;16;1;3;6;2;2;2;2;3;3;2;1;0;1;6;1;0;1;3;0;0;0;0;0;0
2021-01-30;14;64;14;11;1;0;1;0;1;1;3;3;4;8;16;1;8;0;3;4;4;3;3;20;1;1;6;2;5;1;0;3;3;8;0;4;2;3;1;2;10;6;3;9;5;2;4;0;0;2;3;1;3;2;0;1;0;4;1;3;1;0;4;1;6;3;2;4;0;0;3;1;1;3;1;4;0;1;0;2;5;3;7;1;0;6;0;1;1;1;0;1;0;7;0;0;0;0;0;0
2021-01-31;4;62;16;4;3;2;8;0;0;1;1;7;6;2;12;1;8;0;6;5;10;5;8;13;1;2;3;1;8;7;4;2;2;15;2;2;2;4;4;6;4;2;2;6;3;3;5;1;2;3;5;1;8;1;4;5;2;10;1;1;3;1;8;4;1;0;1;1;1;4;2;1;1;1;4;2;0;3;2;1;3;0;1;3;0;3;0;1;0;1;1;2;3;3;0;0;0;0;0;0
2021-02-01;9;68;20;9;2;0;7;4;0;0;5;3;2;7;15;4;4;0;6;4;12;6;10;16;3;4;5;0;1;2;1;1;1;9;3;3;2;4;2;3;11;12;5;22;2;2;5;1;4;5;8;2;10;0;3;10;2;9;6;3;1;2;10;5;8;4;2;5;1;1;1;0;2;1;4;10;0;5;10;0;4;5;4;4;0;6;1;3;0;3;2;3;0;13;0;0;1;0;2;0
2021-02-02;9;87;17;10;3;3;4;3;2;0;4;2;4;11;18;4;5;1;3;1;10;5;9;11;2;8;7;2;4;3;0;6;14;5;2;2;1;4;3;2;9;13;2;9;2;4;2;2;7;8;6;0;7;1;1;7;1;0;2;2;4;0;3;5;6;1;1;4;5;3;2;2;2;2;2;13;5;3;4;0;9;2;6;3;0;3;0;0;2;3;0;0;0;11;0;0;0;0;0;0
2021-02-03;9;53;17;3;2;1;3;5;0;0;3;1;1;9;15;3;11;4;7;3;9;7;8;21;3;4;0;1;2;8;4;2;8;3;0;2;0;4;5;4;6;5;1;10;2;0;5;0;7;4;2;0;6;0;1;8;0;10;10;1;3;2;5;6;7;3;0;1;0;0;1;0;4;2;1;11;4;2;3;0;5;3;7;8;1;5;0;0;1;4;2;5;1;4;0;0;0;0;0;0
2021-02-04;7;75;20;5;3;1;7;5;3;0;3;3;2;6;13;5;1;3;5;5;12;4;3;14;3;5;3;4;2;0;1;4;1;8;1;3;0;4;1;1;5;5;1;9;2;4;4;0;7;9;5;1;11;1;3;8;4;5;5;0;3;2;12;2;11;9;2;2;0;1;0;2;1;1;0;14;2;2;0;0;9;2;1;5;0;3;0;1;0;2;1;5;4;1;0;0;3;0;0;0
2021-02-05;2;56;21;9;1;0;4;2;2;1;6;1;5;2;9;5;6;1;7;2;13;3;6;11;3;0;4;0;2;3;1;0;10;6;0;0;2;4;3;3;12;6;1;12;3;2;4;0;8;3;6;3;9;2;6;6;3;4;9;2;1;1;7;2;7;6;1;0;3;2;1;2;1;0;0;4;4;4;5;0;0;3;3;11;0;4;0;1;0;1;0;4;3;6;0;0;0;0;0;0
2021-02-06;4;55;13;13;2;2;3;4;1;2;2;3;2;12;11;1;6;0;6;3;6;1;10;11;4;2;6;2;0;1;4;3;5;8;9;1;0;4;1;0;14;6;3;4;2;7;4;1;8;12;2;1;6;0;0;11;6;4;5;1;2;5;5;1;3;1;0;1;0;1;2;1;3;4;2;17;4;3;4;1;4;10;4;12;0;1;0;3;0;2;2;1;5;3;0;0;0;0;0;0
2021-02-07;4;41;15;8;1;1;7;2;1;2;2;4;2;4;11;8;5;0;4;3;16;2;3;16;11;5;7;0;1;1;0;4;3;5;2;1;1;3;2;2;17;13;3;3;0;2;3;0;4;2;4;1;6;2;0;5;7;0;5;0;0;1;5;2;8;0;0;2;2;4;2;0;1;3;2;15;4;3;4;0;4;4;9;9;0;2;0;1;0;0;1;2;7;2;0;0;1;0;0;0
2021-02-08;7;54;8;9;1;2;7;9;2;2;7;2;3;8;8;1;4;1;5;0;16;5;9;8;3;3;5;2;2;4;4;0;7;5;3;1;0;2;9;1;13;4;0;11;6;0;0;1;5;4;5;3;10;5;8;11;2;2;4;3;1;1;3;7;3;4;2;0;1;1;2;0;3;2;5;13;4;3;5;1;6;1;5;8;0;3;0;4;0;7;2;8;3;3;0;0;0;0;0;0
2021-02-09;11;66;10;3;2;3;6;2;2;0;7;5;8;8;14;6;2;1;4;3;7;6;26;8;13;6;5;1;1;3;2;7;4;6;2;1;1;3;5;0;16;7;1;4;5;2;3;1;7;5;1;2;9;6;5;8;1;7;11;1;0;0;5;6;5;1;1;1;0;0;0;0;0;4;2;8;1;2;7;0;8;3;3;11;1;0;0;3;0;2;1;1;6;2;0;1;0;0;0;0
2021-02-10;3;56;11;11;2;2;6;0;0;1;2;6;4;2;16;3;4;3;14;6;11;4;17;9;12;3;9;2;6;5;2;6;3;5;2;0;0;2;8;2;12;9;0;9;2;0;2;0;6;9;2;2;7;5;4;6;1;1;3;7;2;1;6;8;6;2;1;1;2;0;1;1;3;6;2;3;4;1;4;4;2;0;3;10;2;3;1;4;0;6;0;1;7;1;0;0;0;0;0;0
2021-02-11;3;58;13;6;1;1;7;8;0;0;2;2;4;16;10;2;2;0;4;1;11;4;8;4;12;1;4;2;2;2;4;4;4;3;3;3;0;3;5;2;12;7;1;9;2;1;1;1;4;1;6;1;9;6;1;10;1;3;3;2;0;0;5;2;0;1;1;1;0;0;2;0;0;1;6;7;2;1;1;0;3;0;3;11;3;2;0;2;0;2;0;0;5;5;0;0;0;0;0;0
2021-02-12;7;43;5;5;1;2;9;1;0;1;3;5;13;8;12;0;6;1;4;4;8;3;8;6;12;2;2;1;1;4;6;2;1;4;1;1;1;3;4;0;8;3;2;5;2;0;4;0;2;3;0;0;3;3;1;3;1;0;4;0;2;1;7;3;1;0;0;1;2;0;0;1;0;7;1;2;5;0;2;2;6;3;4;11;0;4;0;1;0;1;0;2;0;2;0;0;0;0;0;0
2021-02-13;5;52;11;3;0;1;6;5;4;1;1;4;2;7;15;1;1;3;0;1;3;1;35;8;8;2;6;3;1;1;0;5;1;3;1;1;0;4;3;1;8;4;1;2;1;0;2;0;7;3;3;1;4;0;1;6;1;2;3;0;0;0;6;2;2;3;2;0;3;1;0;1;1;6;1;8;1;0;1;2;5;1;5;2;0;2;0;1;0;1;1;4;6;4;0;0;0;0;0;0
2021-02-14;7;49;4;6;1;3;5;1;1;0;1;0;3;11;19;3;2;1;3;2;6;3;20;29;7;1;7;3;0;2;2;2;5;1;1;5;0;6;3;2;8;2;4;6;0;0;1;0;4;5;2;1;5;0;0;2;1;4;1;3;0;0;5;3;2;1;1;3;2;0;2;0;1;2;3;9;1;0;4;1;3;1;2;7;1;0;1;1;0;1;0;0;4;1;0;0;0;0;0;0
2021-02-15;10;66;11;9;0;2;4;2;0;2;4;5;6;4;16;1;0;2;2;7;8;4;36;10;14;1;4;10;4;3;3;8;9;5;0;1;0;4;3;0;10;5;1;6;1;1;0;4;1;8;5;0;2;4;0;2;1;2;1;0;0;0;3;2;0;1;0;0;3;1;0;2;1;4;3;5;4;0;5;1;4;2;2;5;4;4;1;1;1;3;0;0;2;0;0;0;0;0;0;0
2021-02-16;6;66;17;5;1;5;1;0;2;0;7;5;4;12;9;1;4;1;1;4;5;7;59;36;8;9;12;18;3;5;7;16;3;7;0;1;0;5;5;0;10;5;0;6;1;2;1;1;6;18;4;2;11;1;2;6;0;4;2;3;1;1;9;1;0;3;6;1;2;0;0;2;0;2;3;9;4;0;1;1;7;2;2;5;0;3;0;2;0;1;0;1;4;3;0;0;0;0;0;0
2021-02-17;7;69;18;8;2;0;4;0;0;3;5;1;2;7;16;2;4;0;1;7;7;4;51;41;15;4;11;14;3;2;4;14;3;12;1;3;1;4;4;0;9;6;4;2;1;0;2;0;7;6;7;0;4;3;2;0;4;4;3;2;0;2;6;3;1;1;3;0;4;2;0;1;4;2;2;6;2;1;3;0;7;1;7;5;0;6;1;2;0;4;0;2;1;6;0;0;0;0;0;0
2021-02-18;3;47;26;2;0;2;3;1;1;0;13;1;1;6;35;1;2;3;2;9;6;10;36;36;9;5;16;16;5;3;7;11;4;8;1;7;0;4;5;6;9;5;2;11;2;1;2;3;7;11;4;1;10;1;3;6;2;1;1;2;0;3;1;2;1;3;5;5;2;1;0;1;1;11;3;6;4;0;4;4;5;1;1;9;0;5;1;4;1;5;1;5;2;6;1;0;0;0;0;0
2021-02-19;9;73;12;8;3;2;7;0;0;1;6;1;5;11;10;7;6;0;0;8;7;13;30;27;6;4;14;5;4;2;2;4;4;6;1;9;0;3;9;1;6;5;2;8;2;2;3;2;3;4;5;0;7;7;0;2;1;6;2;2;0;0;4;3;2;1;1;1;2;0;0;1;1;0;3;12;4;4;2;2;4;0;1;4;0;5;0;1;0;5;0;0;1;3;0;0;0;0;0;0
2021-02-20;10;63;16;5;0;0;3;1;0;1;6;4;3;11;17;0;1;1;2;7;5;5;40;17;11;4;14;8;4;2;9;4;4;11;0;5;0;0;3;2;5;4;0;1;2;1;1;3;10;7;5;0;7;4;0;5;0;2;3;0;1;1;8;1;1;3;3;0;0;6;1;0;1;2;0;5;1;0;2;1;5;0;4;2;0;6;2;4;1;3;1;1;3;2;0;0;0;0;0;0
2021-02-21;6;46;22;8;1;0;9;1;1;0;7;2;5;9;12;0;4;5;4;4;8;8;33;46;7;7;16;8;8;2;1;5;4;4;0;2;2;0;10;0;9;7;3;6;2;1;5;1;5;6;7;1;9;3;1;3;1;4;0;2;0;4;6;3;0;2;8;0;1;0;0;0;1;0;0;6;1;0;4;3;5;0;4;11;3;6;0;1;1;2;0;1;2;2;0;0;2;0;0;0
2021-02-22;12;64;18;3;2;3;5;1;0;2;12;2;2;7;24;4;2;3;1;8;8;8;50;41;12;1;17;7;7;1;6;6;9;10;1;3;0;7;12;0;10;6;2;11;3;0;0;1;15;6;4;0;13;4;2;4;0;1;2;1;1;2;4;2;0;6;6;1;1;2;3;0;2;0;7;24;0;1;10;1;5;2;8;6;0;1;1;3;0;11;0;1;5;1;0;0;0;0;0;0
2021-02-23;6;95;18;10;3;0;7;1;0;0;10;7;2;15;26;3;5;0;3;6;13;12;35;29;9;2;25;8;4;6;3;9;3;7;2;1;1;8;3;1;8;10;1;11;2;0;5;1;10;4;7;0;18;1;5;5;1;3;2;3;0;1;3;4;0;2;1;3;0;0;1;2;0;0;3;13;0;0;5;3;3;2;15;19;1;6;0;9;0;6;0;0;1;2;0;0;0;0;0;0
2021-02-24;10;82;23;5;0;4;7;4;0;1;4;9;7;7;12;1;5;2;7;7;10;10;31;32;5;2;20;8;4;6;7;1;8;11;2;6;1;4;2;1;6;6;6;14;1;1;2;0;3;4;5;0;11;0;2;4;0;0;0;3;0;2;3;0;0;2;3;3;1;0;5;0;1;1;11;16;0;1;7;3;10;1;6;7;2;2;0;3;0;5;0;0;4;0;0;0;0;0;0;0
2021-02-25;8;78;10;6;2;4;17;5;0;0;7;5;5;6;16;2;1;0;3;7;15;10;29;27;5;1;26;2;1;10;6;4;5;3;1;1;2;5;7;1;7;10;1;8;6;1;2;0;5;8;2;2;16;3;3;3;2;2;0;4;2;1;10;1;2;2;1;1;1;0;9;0;3;0;5;11;2;0;6;2;5;1;8;16;0;4;1;5;2;3;0;0;5;0;0;0;0;0;0;0
2021-02-26;8;89;13;7;2;0;8;0;2;0;6;2;1;9;10;1;7;3;8;9;10;5;22;33;2;0;23;3;8;4;2;10;6;15;3;2;0;4;4;1;4;11;7;8;1;0;1;1;8;7;5;0;11;3;0;5;0;2;1;1;0;0;7;0;0;0;2;0;0;0;3;0;2;3;2;12;1;1;3;0;5;2;5;7;2;5;0;4;1;1;0;1;3;2;0;0;0;0;0;0
2021-02-27;10;64;13;3;2;2;5;1;0;1;13;2;5;5;15;1;4;0;2;0;7;6;17;27;7;1;22;2;7;4;1;1;2;13;4;0;1;8;2;0;9;11;1;6;1;0;3;0;4;6;2;1;10;4;0;0;1;0;2;3;1;1;4;0;1;0;2;1;0;0;2;1;1;1;6;10;1;0;1;0;5;0;11;15;0;2;1;0;1;2;0;0;6;2;0;0;0;0;0;0
2021-02-28;6;92;16;6;2;1;7;1;4;1;11;4;1;5;22;6;6;0;0;5;3;5;14;48;5;1;24;1;4;7;3;2;0;10;2;2;2;4;3;0;3;9;1;4;1;0;2;1;6;6;2;2;10;3;0;1;0;2;2;1;4;2;7;0;1;0;0;0;1;2;0;0;1;0;7;6;0;0;2;2;8;0;16;7;1;5;0;0;0;0;0;2;4;1;0;0;0;0;0;0
2021-03-01;23;112;22;9;0;1;9;3;1;2;6;6;7;15;25;2;8;0;3;6;14;9;19;31;6;1;26;9;8;10;2;2;3;12;6;6;0;11;2;0;6;4;0;8;2;1;1;0;4;9;7;0;8;3;1;2;1;1;4;5;5;1;8;0;2;0;1;5;1;1;3;0;4;0;4;9;0;0;3;1;11;1;4;5;1;5;0;0;1;3;0;1;5;2;0;0;0;0;0;0
2021-03-02;10;96;17;10;0;1;6;1;1;1;9;6;3;20;12;3;19;0;0;4;6;12;25;40;16;2;22;2;2;11;4;7;2;5;9;3;1;3;4;0;9;11;1;7;2;2;7;1;6;12;6;0;4;1;1;3;0;1;1;2;9;3;7;0;3;1;1;3;1;0;5;0;6;0;6;21;2;0;2;1;1;1;13;12;0;1;1;0;0;2;0;0;12;7;0;0;0;0;0;0
2021-03-03;9;72;15;8;4;0;6;1;1;3;9;4;2;16;15;3;24;1;5;4;5;6;27;26;5;6;34;2;2;15;0;4;2;5;6;2;1;6;2;0;17;9;1;5;0;3;2;6;2;3;4;2;9;2;0;0;0;4;5;9;7;3;5;0;1;0;1;2;0;2;6;0;7;0;4;11;1;0;4;0;4;0;20;5;0;0;1;0;3;5;2;0;3;2;0;0;0;0;0;0
2021-03-04;12;84;11;11;2;1;7;1;0;0;9;4;3;16;17;2;6;0;2;1;9;9;17;25;2;1;19;2;9;7;1;6;2;6;9;7;0;6;4;0;7;13;1;5;2;0;11;3;9;5;2;2;4;0;0;0;0;1;2;3;4;2;6;0;0;0;0;0;1;1;2;1;5;0;3;8;0;0;0;4;8;0;11;5;0;5;1;0;0;5;0;0;5;3;0;1;0;0;0;0
2021-03-05;5;81;11;3;2;0;2;2;2;0;6;11;0;12;12;2;18;0;4;4;6;7;12;19;4;3;21;2;10;6;1;5;7;11;4;4;2;2;2;0;7;8;1;4;2;1;3;0;4;14;8;0;7;4;0;1;0;2;1;0;5;2;4;2;2;0;4;1;1;2;2;0;8;1;2;13;2;0;2;5;9;1;6;4;0;0;1;0;2;2;0;1;6;1;0;0;1;0;0;0
2021-03-06;13;75;9;14;1;0;4;4;3;0;3;6;2;12;9;4;20;0;2;6;7;7;17;24;3;4;22;4;5;6;0;1;2;15;5;0;1;4;1;0;6;2;1;2;1;1;0;1;7;2;5;1;10;0;0;1;1;5;0;4;6;3;4;0;3;1;1;4;1;3;0;0;2;0;5;13;1;0;3;0;3;1;6;6;0;5;0;0;0;2;1;0;7;1;0;0;0;0;0;0
2021-03-07;11;68;16;3;2;1;1;1;2;0;16;4;0;15;14;0;20;0;2;4;4;7;25;19;6;3;10;4;9;14;0;0;5;7;2;0;0;2;2;2;9;5;0;2;0;0;0;3;8;10;0;0;6;4;0;0;3;2;2;4;2;4;9;1;0;2;2;0;3;3;0;1;3;1;3;22;1;0;2;0;3;1;3;9;0;2;1;1;0;4;1;1;7;1;0;0;0;0;0;0
2021-03-08;16;77;18;10;4;0;1;0;5;1;9;10;1;11;12;8;46;4;4;5;15;6;20;22;6;7;26;6;15;9;1;3;2;27;5;1;1;3;1;0;23;3;0;4;2;0;5;6;5;8;2;2;3;2;1;1;3;2;5;8;4;0;10;0;0;3;1;1;0;2;0;1;5;2;0;19;2;0;2;1;3;0;6;9;0;11;0;1;1;5;0;1;1;1;0;0;0;0;0;0
2021-03-09;10;84;27;8;3;2;4;1;2;3;17;15;3;10;9;0;48;0;2;5;5;12;18;27;5;9;26;20;7;3;0;5;4;22;1;5;0;5;1;1;11;6;2;7;1;0;3;3;9;18;9;0;8;3;1;2;2;5;2;7;4;2;8;1;1;2;0;0;0;3;2;0;0;2;4;21;5;0;0;2;8;1;6;10;0;7;1;1;1;11;1;0;2;4;0;0;0;0;0;0
2021-03-10;5;61;19;2;0;1;5;1;3;1;6;6;4;8;10;5;38;1;2;4;7;8;20;28;5;2;29;4;11;8;2;6;4;18;1;13;0;8;0;3;14;8;1;6;2;0;2;0;8;24;4;3;5;3;0;3;3;6;2;3;1;1;10;2;0;0;0;0;1;1;5;3;0;3;0;12;2;0;1;1;4;0;12;6;0;8;0;1;0;4;0;0;2;1;0;0;0;0;0;0
2021-03-11;11;82;15;3;5;4;2;0;1;2;3;8;3;6;21;6;32;1;6;4;14;4;10;23;2;4;22;7;12;6;1;2;6;16;6;21;1;3;0;2;9;4;1;7;1;3;2;2;1;16;9;0;5;4;1;0;0;2;1;6;1;6;9;1;1;2;1;2;4;0;6;0;3;2;3;30;3;1;2;1;9;5;5;8;0;8;1;2;0;7;3;0;2;1;0;0;0;0;0;0
2021-03-12;6;78;22;7;2;1;5;0;1;2;7;9;2;4;10;7;21;2;2;6;6;11;15;21;0;5;21;5;11;4;1;2;5;12;1;6;0;3;1;0;6;9;3;4;3;1;7;0;4;10;1;1;8;2;3;1;0;5;4;4;1;5;10;0;1;5;1;1;1;2;4;2;0;3;1;12;1;0;3;1;2;1;4;3;0;6;0;1;0;5;0;0;1;2;0;0;0;0;0;0
2021-03-13;5;56;20;6;1;0;2;0;5;1;9;11;1;4;11;4;39;0;0;2;4;3;15;14;1;7;32;8;7;3;0;4;3;12;4;3;0;3;1;1;1;10;2;2;4;2;7;0;3;16;5;4;8;2;0;2;0;5;1;3;3;6;9;1;3;0;3;1;1;0;2;3;0;3;3;13;1;1;0;0;3;1;5;4;0;6;0;6;0;3;0;1;0;0;0;0;0;0;0;0
