provincia_iso;fecha;num_casos;num_casos_prueba_pcr;num_casos_prueba_test_ac;num_casos_prueba_ag;num_casos_prueba_elisa;num_casos_prueba_desconocida
HU;2020-02-25;0;0;0;0;0;0
J;2020-02-25;0;0;0;0;0;0
L;2020-02-25;0;0;0;0;0;0
LE;2020-02-25;0;0;0;0;0;0
LO;2020-02-25;2;2;0;0;0;0
LU;2020-02-25;0;0;0;0;0;0
M;2020-02-25;51;50;0;0;0;1
MA;2020-02-25;8;8;0;0;0;0
ML;2020-02-25;0;0;0;0;0;0
MU;2020-02-25;3;1;2;0;0;0
NA;2020-02-25;2;2;0;0;0;0
NC;2020-02-25;1;1;0;0;0;0
O;2020-02-25;1;1;0;0;0;0
OR;2020-02-25;2;2;0;0;0;0
P;2020-02-25;1;1;0;0;0;0
PM;2020-02-25;0;0;0;0;0;0
PO;2020-02-25;0;0;0;0;0;0
S;2020-02-25;9;9;0;0;0;0
SA;2020-02-25;0;0;0;0;0;0
SE;2020-02-25;0;0;0;0;0;0
SG;2020-02-25;1;1;0;0;0;0
SO;2020-02-25;1;1;0;0;0;0
SS;2020-02-25;2;2;0;0;0;0
T;2020-02-25;0;0;0;0;0;0
TE;2020-02-25;0;0;0;0;0;0
TF;2020-02-25;2;2;0;0;0;0
TO;2020-02-25;0;0;0;0;0;0
V;2020-02-25;6;6;0;0;0;0
VA;2020-02-25;1;1;0;0;0;0
VI;2020-02-25;7;7;0;0;0;0
Z;2020-02-25;1;1;0;0;0;0
ZA;2020-02-25;0;0;0;0;0;0
A;2020-02-26;3;3;0;0;0;0
AB;2020-02-26;0;0;0;0;0;0
AL;2020-02-26;0;0;0;0;0;0
AV;2020-02-26;0;0;0;0;0;0
B;2020-02-26;25;19;0;0;1;5
BA;2020-02-26;0;0;0;0;0;0
BI;2020-02-26;2;2;0;0;0;0
BU;2020-02-26;3;3;0;0;0;0
C;2020-02-26;2;2;0;0;0;0
CA;2020-02-26;1;1;0;0;0;0
CC;2020-02-26;0;0;0;0;0;0
CE;2020-02-26;0;0;0;0;0;0
CO;2020-02-26;1;1;0;0;0;0
CR;2020-02-26;0;0;0;0;0;0
CS;2020-02-26;1;1;0;0;0;0
CU;2020-02-26;0;0;0;0;0;0
GC;2020-02-26;2;2;0;0;0;0
GI;2020-02-26;0;0;0;0;0;0
GR;2020-02-26;1;1;0;0;0;0
GU;2020-02-26;0;0;0;0;0;0
H;2020-02-26;0;0;0;0;0;0
HU;2020-02-26;1;1;0;0;0;0
J;2020-02-26;1;1;0;0;0;0
L;2020-02-26;0;0;0;0;0;0
LE;2020-02-26;1;1;0;0;0;0
LO;2020-02-26;3;3;0;0;0;0
LU;2020-02-26;0;0;0;0;0;0
M;2020-02-26;67;67;0;0;0;0
MA;2020-02-26;3;3;0;0;0;0
ML;2020-02-26;0;0;0;0;0;0
MU;2020-02-26;1;0;1;0;0;0
NA;2020-02-26;2;2;0;0;0;0
NC;2020-02-26;2;2;0;0;0;0
O;2020-02-26;0;0;0;0;0;0
OR;2020-02-26;1;1;0;0;0;0
P;2020-02-26;0;0;0;0;0;0
PM;2020-02-26;0;0;0;0;0;0
PO;2020-02-26;0;0;0;0;0;0
S;2020-02-26;0;0;0;0;0;0
SA;2020-02-26;1;1;0;0;0;0
SE;2020-02-26;2;2;0;0;0;0
SG;2020-02-26;1;1;0;0;0;0
SO;2020-02-26;1;1;0;0;0;0
SS;2020-02-26;0;0;0;0;0;0
T;2020-02-26;0;0;0;0;0;0
TE;2020-02-26;1;1;0;0;0;0
TF;2020-02-26;4;4;0;0;0;0
TO;2020-02-26;0;0;0;0;0;0
V;2020-02-26;4;4;0;0;0;0
VA;2020-02-26;0;0;0;0;0;0
VI;2020-02-26;9;9;0;0;0;0
Z;2020-02-26;0;0;0;0;0;0
ZA;2020-02-26;0;0;0;0;0;0
A;2020-02-27;4;4;0;0;0;0
AB;2020-02-27;0;0;0;0;0;0
AL;2020-02-27;0;0;0;0;0;0
AV;2020-02-27;1;1;0;0;0;0
B;2020-02-27;13;11;0;0;1;1
BA;2020-02-27;1;1;0;0;0;0
BI;2020-02-27;5;5;0;0;0;0
BU;2020-02-27;1;1;0;0;0;0
C;2020-02-27;4;4;0;0;0;0
CA;2020-02-27;0;0;0;0;0;0
CC;2020-02-27;0;0;0;0;0;0
CE;2020-02-27;0;0;0;0;0;0
CO;2020-02-27;0;0;0;0;0;0
CR;2020-02-27;1;1;0;0;0;0
CS;2020-02-27;1;1;0;0;0;0
CU;2020-02-27;0;0;0;0;0;0
GC;2020-02-27;0;0;0;0;0;0
GI;2020-02-27;1;0;0;0;0;1
GR;2020-02-27;0;0;0;0;0;0
GU;2020-02-27;0;0;0;0;0;0
H;2020-02-27;0;0;0;0;0;0
HU;2020-02-27;0;0;0;0;0;0
J;2020-02-27;0;0;0;0;0;0
L;2020-02-27;0;0;0;0;0;0
LE;2020-02-27;2;2;0;0;0;0
LO;2020-02-27;8;8;0;0;0;0
LU;2020-02-27;2;2;0;0;0;0
M;2020-02-27;94;93;0;0;0;1
MA;2020-02-27;4;3;1;0;0;0
ML;2020-02-27;0;0;0;0;0;0
MU;2020-02-27;1;1;0;0;0;0
NA;2020-02-27;4;4;0;0;0;0
NC;2020-02-27;2;2;0;0;0;0
O;2020-02-27;0;0;0;0;0;0
OR;2020-02-27;0;0;0;0;0;0
P;2020-02-27;0;0;0;0;0;0
PM;2020-02-27;4;4;0;0;0;0
PO;2020-02-27;1;1;0;0;0;0
S;2020-02-27;0;0;0;0;0;0
SA;2020-02-27;0;0;0;0;0;0
SE;2020-02-27;4;4;0;0;0;0
SG;2020-02-27;0;0;0;0;0;0
SO;2020-02-27;1;1;0;0;0;0
SS;2020-02-27;0;0;0;0;0;0
T;2020-02-27;0;0;0;0;0;0
TE;2020-02-27;0;0;0;0;0;0
TF;2020-02-27;2;2;0;0;0;0
TO;2020-02-27;0;0;0;0;0;0
V;2020-02-27;10;10;0;0;0;0
VA;2020-02-27;1;1;0;0;0;0
VI;2020-02-27;8;8;0;0;0;0
Z;2020-02-27;0;0;0;0;0;0
ZA;2020-02-27;0;0;0;0;0;0
A;2020-02-28;6;6;0;0;0;0
AB;2020-02-28;2;2;0;0;0;0
AL;2020-02-28;0;0;0;0;0;0
AV;2020-02-28;0;0;0;0;0;0
B;2020-02-28;30;25;0;0;3;2
BA;2020-02-28;2;2;0;0;0;0
BI;2020-02-28;6;6;0;0;0;0
BU;2020-02-28;4;4;0;0;0;0
C;2020-02-28;3;3;0;0;0;0
CA;2020-02-28;0;0;0;0;0;0
CC;2020-02-28;4;4;0;0;0;0
CE;2020-02-28;0;0;0;0;0;0
CO;2020-02-28;1;1;0;0;0;0
CR;2020-02-28;6;6;0;0;0;0
CS;2020-02-28;2;2;0;0;0;0
CU;2020-02-28;2;1;1;0;0;0
GC;2020-02-28;1;1;0;0;0;0
GI;2020-02-28;4;3;0;0;0;1
GR;2020-02-28;0;0;0;0;0;0
GU;2020-02-28;2;2;0;0;0;0
H;2020-02-28;0;0;0;0;0;0
HU;2020-02-28;0;0;0;0;0;0
J;2020-02-28;0;0;0;0;0;0
L;2020-02-28;0;0;0;0;0;0
LE;2020-02-28;1;1;0;0;0;0
LO;2020-02-28;11;11;0;0;0;0
LU;2020-02-28;1;1;0;0;0;0
M;2020-02-28;158;157;0;0;0;1
MA;2020-02-28;4;4;0;0;0;0
ML;2020-02-28;0;0;0;0;0;0
MU;2020-02-28;1;1;0;0;0;0
NA;2020-02-28;2;2;0;0;0;0
NC;2020-02-28;3;3;0;0;0;0
O;2020-02-28;1;1;0;0;0;0
OR;2020-02-28;2;2;0;0;0;0
P;2020-02-28;0;0;0;0;0;0
PM;2020-02-28;4;4;0;0;0;0
PO;2020-02-28;0;0;0;0;0;0
S;2020-02-28;0;0;0;0;0;0
SA;2020-02-28;1;1;0;0;0;0
SE;2020-02-28;3;3;0;0;0;0
SG;2020-02-28;0;0;0;0;0;0
SO;2020-02-28;0;0;0;0;0;0
SS;2020-02-28;0;0;0;0;0;0
T;2020-02-28;0;0;0;0;0;0
TE;2020-02-28;0;0;0;0;0;0
TF;2020-02-28;6;6;0;0;0;0
TO;2020-02-28;1;1;0;0;0;0
V;2020-02-28;14;14;0;0;0;0
VA;2020-02-28;1;1;0;0;0;0
VI;2020-02-28;25;25;0;0;0;0
Z;2020-02-28;3;3;0;0;0;0
ZA;2020-02-28;1;1;0;0;0;0
A;2020-02-29;8;8;0;0;0;0
AB;2020-02-29;4;4;0;0;0;0
AL;2020-02-29;0;0;0;0;0;0
AV;2020-02-29;0;0;0;0;0;0
B;2020-02-29;20;20;0;0;0;0
BA;2020-02-29;2;2;0;0;0;0
BI;2020-02-29;7;7;0;0;0;0
BU;2020-02-29;5;5;0;0;0;0
C;2020-02-29;0;0;0;0;0;0
CA;2020-02-29;1;1;0;0;0;0
CC;2020-02-29;1;1;0;0;0;0
CE;2020-02-29;0;0;0;0;0;0
CO;2020-02-29;0;0;0;0;0;0
CR;2020-02-29;3;3;0;0;0;0
CS;2020-02-29;0;0;0;0;0;0
CU;2020-02-29;1;1;0;0;0;0
GC;2020-02-29;2;2;0;0;0;0
GI;2020-02-29;0;0;0;0;0;0
GR;2020-02-29;1;1;0;0;0;0
GU;2020-02-29;5;5;0;0;0;0
H;2020-02-29;0;0;0;0;0;0
HU;2020-02-29;1;1;0;0;0;0
J;2020-02-29;1;1;0;0;0;0
L;2020-02-29;0;0;0;0;0;0
LE;2020-02-29;2;2;0;0;0;0
LO;2020-02-29;14;14;0;0;0;0
LU;2020-02-29;0;0;0;0;0;0
M;2020-02-29;109;109;0;0;0;0
MA;2020-02-29;4;4;0;0;0;0
ML;2020-02-29;0;0;0;0;0;0
MU;2020-02-29;2;2;0;0;0;0
NA;2020-02-29;4;4;0;0;0;0
NC;2020-02-29;0;0;0;0;0;0
O;2020-02-29;2;2;0;0;0;0
OR;2020-02-29;0;0;0;0;0;0
P;2020-02-29;0;0;0;0;0;0
PM;2020-02-29;2;2;0;0;0;0
PO;2020-02-29;1;1;0;0;0;0
S;2020-02-29;1;1;0;0;0;0
SA;2020-02-29;0;0;0;0;0;0
SE;2020-02-29;1;1;0;0;0;0
SG;2020-02-29;2;2;0;0;0;0
SO;2020-02-29;1;1;0;0;0;0
SS;2020-02-29;2;2;0;0;0;0
T;2020-02-29;1;1;0;0;0;0
TE;2020-02-29;1;1;0;0;0;0
TF;2020-02-29;2;2;0;0;0;0
TO;2020-02-29;3;3;0;0;0;0
V;2020-02-29;6;6;0;0;0;0
VA;2020-02-29;0;0;0;0;0;0
VI;2020-02-29;17;17;0;0;0;0
Z;2020-02-29;4;4;0;0;0;0
ZA;2020-02-29;0;0;0;0;0;0
A;2020-03-01;14;13;1;0;0;0
AB;2020-03-01;10;9;1;0;0;0
AL;2020-03-01;0;0;0;0;0;0
AV;2020-03-01;3;3;0;0;0;0
B;2020-03-01;81;72;0;0;2;7
BA;2020-03-01;0;0;0;0;0;0
BI;2020-03-01;20;20;0;0;0;0
BU;2020-03-01;7;6;1;0;0;0
C;2020-03-01;2;1;1;0;0;0
CA;2020-03-01;1;1;0;0;0;0
CC;2020-03-01;4;3;1;0;0;0
CE;2020-03-01;0;0;0;0;0;0
CO;2020-03-01;0;0;0;0;0;0
CR;2020-03-01;14;13;1;0;0;0
CS;2020-03-01;5;5;0;0;0;0
CU;2020-03-01;4;4;0;0;0;0
GC;2020-03-01;2;2;0;0;0;0
GI;2020-03-01;3;3;0;0;0;0
GR;2020-03-01;4;4;0;0;0;0
GU;2020-03-01;15;13;0;0;2;0
H;2020-03-01;0;0;0;0;0;0
HU;2020-03-01;1;1;0;0;0;0
J;2020-03-01;2;2;0;0;0;0
L;2020-03-01;3;3;0;0;0;0
LE;2020-03-01;3;3;0;0;0;0
LO;2020-03-01;23;23;0;0;0;0
LU;2020-03-01;2;2;0;0;0;0
M;2020-03-01;328;319;0;0;0;9
MA;2020-03-01;15;14;1;0;0;0
ML;2020-03-01;0;0;0;0;0;0
MU;2020-03-01;5;4;1;0;0;0
NA;2020-03-01;8;8;0;0;0;0
NC;2020-03-01;6;6;0;0;0;0
O;2020-03-01;2;2;0;0;0;0
OR;2020-03-01;1;1;0;0;0;0
P;2020-03-01;4;4;0;0;0;0
PM;2020-03-01;4;4;0;0;0;0
PO;2020-03-01;1;1;0;0;0;0
S;2020-03-01;1;1;0;0;0;0
SA;2020-03-01;2;2;0;0;0;0
SE;2020-03-01;4;4;0;0;0;0
SG;2020-03-01;3;3;0;0;0;0
SO;2020-03-01;0;0;0;0;0;0
SS;2020-03-01;1;1;0;0;0;0
T;2020-03-01;1;1;0;0;0;0
TE;2020-03-01;0;0;0;0;0;0
TF;2020-03-01;5;5;0;0;0;0
TO;2020-03-01;16;16;0;0;0;0
V;2020-03-01;19;18;1;0;0;0
VA;2020-03-01;4;4;0;0;0;0
VI;2020-03-01;28;27;0;1;0;0
Z;2020-03-01;6;6;0;0;0;0
ZA;2020-03-01;2;2;0;0;0;0
A;2020-03-02;16;16;0;0;0;0
AB;2020-03-02;9;8;1;0;0;0
AL;2020-03-02;0;0;0;0;0;0
AV;2020-03-02;1;1;0;0;0;0
B;2020-03-02;66;59;0;0;2;5
BA;2020-03-02;1;1;0;0;0;0
BI;2020-03-02;12;12;0;0;0;0
BU;2020-03-02;9;9;0;0;0;0
C;2020-03-02;7;7;0;0;0;0
CA;2020-03-02;3;3;0;0;0;0
CC;2020-03-02;5;5;0;0;0;0
CE;2020-03-02;0;0;0;0;0;0
CO;2020-03-02;1;1;0;0;0;0
CR;2020-03-02;22;18;0;0;4;0
CS;2020-03-02;6;6;0;0;0;0
CU;2020-03-02;8;3;5;0;0;0
GC;2020-03-02;2;2;0;0;0;0
GI;2020-03-02;3;3;0;0;0;0
GR;2020-03-02;2;2;0;0;0;0
GU;2020-03-02;7;7;0;0;0;0
H;2020-03-02;1;1;0;0;0;0
HU;2020-03-02;1;1;0;0;0;0
J;2020-03-02;4;4;0;0;0;0
L;2020-03-02;3;3;0;0;0;0
LE;2020-03-02;8;7;1;0;0;0
LO;2020-03-02;30;29;1;0;0;0
LU;2020-03-02;1;1;0;0;0;0
M;2020-03-02;387;376;0;0;0;11
MA;2020-03-02;15;15;0;0;0;0
ML;2020-03-02;0;0;0;0;0;0
MU;2020-03-02;7;6;1;0;0;0
NA;2020-03-02;10;10;0;0;0;0
NC;2020-03-02;11;11;0;0;0;0
O;2020-03-02;3;3;0;0;0;0
OR;2020-03-02;4;4;0;0;0;0
P;2020-03-02;0;0;0;0;0;0
PM;2020-03-02;6;6;0;0;0;0
PO;2020-03-02;7;7;0;0;0;0
S;2020-03-02;0;0;0;0;0;0
SA;2020-03-02;4;4;0;0;0;0
SE;2020-03-02;6;6;0;0;0;0
SG;2020-03-02;3;3;0;0;0;0
SO;2020-03-02;2;2;0;0;0;0
SS;2020-03-02;2;2;0;0;0;0
T;2020-03-02;2;2;0;0;0;0
TE;2020-03-02;1;1;0;0;0;0
TF;2020-03-02;8;8;0;0;0;0
TO;2020-03-02;14;13;1;0;0;0
V;2020-03-02;16;14;1;0;0;1
VA;2020-03-02;8;8;0;0;0;0
VI;2020-03-02;43;42;0;1;0;0
Z;2020-03-02;11;11;0;0;0;0
ZA;2020-03-02;3;3;0;0;0;0
A;2020-03-03;10;8;0;0;0;2
AB;2020-03-03;8;8;0;0;0;0
AL;2020-03-03;0;0;0;0;0;0
AV;2020-03-03;1;1;0;0;0;0
B;2020-03-03;74;69;0;0;0;5
BA;2020-03-03;0;0;0;0;0;0
BI;2020-03-03;17;17;0;0;0;0
BU;2020-03-03;9;9;0;0;0;0
C;2020-03-03;9;9;0;0;0;0
CA;2020-03-03;5;5;0;0;0;0
CC;2020-03-03;4;3;1;0;0;0
CE;2020-03-03;1;1;0;0;0;0
CO;2020-03-03;1;1;0;0;0;0
CR;2020-03-03;9;7;2;0;0;0
CS;2020-03-03;1;1;0;0;0;0
CU;2020-03-03;11;7;4;0;0;0
GC;2020-03-03;2;2;0;0;0;0
GI;2020-03-03;7;7;0;0;0;0
GR;2020-03-03;4;4;0;0;0;0
GU;2020-03-03;13;13;0;0;0;0
H;2020-03-03;1;1;0;0;0;0
HU;2020-03-03;1;1;0;0;0;0
J;2020-03-03;5;5;0;0;0;0
L;2020-03-03;3;2;0;0;0;1
LE;2020-03-03;4;4;0;0;0;0
LO;2020-03-03;29;28;1;0;0;0
LU;2020-03-03;1;1;0;0;0;0
M;2020-03-03;406;399;0;0;0;7
MA;2020-03-03;16;16;0;0;0;0
ML;2020-03-03;0;0;0;0;0;0
MU;2020-03-03;3;3;0;0;0;0
NA;2020-03-03;14;14;0;0;0;0
NC;2020-03-03;9;9;0;0;0;0
O;2020-03-03;2;2;0;0;0;0
OR;2020-03-03;2;2;0;0;0;0
P;2020-03-03;3;3;0;0;0;0
PM;2020-03-03;8;8;0;0;0;0
PO;2020-03-03;4;4;0;0;0;0
S;2020-03-03;0;0;0;0;0;0
SA;2020-03-03;3;3;0;0;0;0
SE;2020-03-03;5;5;0;0;0;0
SG;2020-03-03;4;4;0;0;0;0
SO;2020-03-03;1;1;0;0;0;0
SS;2020-03-03;5;5;0;0;0;0
T;2020-03-03;3;3;0;0;0;0
TE;2020-03-03;0;0;0;0;0;0
TF;2020-03-03;7;7;0;0;0;0
TO;2020-03-03;11;11;0;0;0;0
V;2020-03-03;17;17;0;0;0;0
VA;2020-03-03;4;4;0;0;0;0
VI;2020-03-03;37;36;0;1;0;0
Z;2020-03-03;6;6;0;0;0;0
ZA;2020-03-03;0;0;0;0;0;0
A;2020-03-04;15;15;0;0;0;0
AB;2020-03-04;9;8;1;0;0;0
AL;2020-03-04;2;2;0;0;0;0
AV;2020-03-04;2;2;0;0;0;0
B;2020-03-04;125;117;0;0;1;7
BA;2020-03-04;1;1;0;0;0;0
BI;2020-03-04;18;18;0;0;0;0
BU;2020-03-04;9;8;1;0;0;0
C;2020-03-04;6;6;0;0;0;0
CA;2020-03-04;2;2;0;0;0;0
CC;2020-03-04;4;4;0;0;0;0
CE;2020-03-04;0;0;0;0;0;0
CO;2020-03-04;3;3;0;0;0;0
CR;2020-03-04;11;9;0;0;2;0
CS;2020-03-04;2;2;0;0;0;0
CU;2020-03-04;6;5;1;0;0;0
GC;2020-03-04;3;3;0;0;0;0
GI;2020-03-04;11;11;0;0;0;0
GR;2020-03-04;1;1;0;0;0;0
GU;2020-03-04;13;12;1;0;0;0
H;2020-03-04;0;0;0;0;0;0
HU;2020-03-04;0;0;0;0;0;0
J;2020-03-04;7;7;0;0;0;0
L;2020-03-04;5;5;0;0;0;0
LE;2020-03-04;0;0;0;0;0;0
LO;2020-03-04;25;25;0;0;0;0
LU;2020-03-04;1;1;0;0;0;0
M;2020-03-04;472;463;0;0;0;9
MA;2020-03-04;13;13;0;0;0;0
ML;2020-03-04;0;0;0;0;0;0
MU;2020-03-04;5;5;0;0;0;0
NA;2020-03-04;18;18;0;0;0;0
NC;2020-03-04;10;10;0;0;0;0
O;2020-03-04;2;2;0;0;0;0
OR;2020-03-04;3;3;0;0;0;0
P;2020-03-04;0;0;0;0;0;0
PM;2020-03-04;5;5;0;0;0;0
PO;2020-03-04;3;3;0;0;0;0
S;2020-03-04;0;0;0;0;0;0
SA;2020-03-04;2;2;0;0;0;0
SE;2020-03-04;4;4;0;0;0;0
SG;2020-03-04;5;5;0;0;0;0
SO;2020-03-04;6;5;1;0;0;0
SS;2020-03-04;3;3;0;0;0;0
T;2020-03-04;4;4;0;0;0;0
TE;2020-03-04;0;0;0;0;0;0
TF;2020-03-04;13;13;0;0;0;0
TO;2020-03-04;15;14;1;0;0;0
V;2020-03-04;18;18;0;0;0;0
VA;2020-03-04;8;8;0;0;0;0
VI;2020-03-04;49;49;0;0;0;0
Z;2020-03-04;14;14;0;0;0;0
ZA;2020-03-04;1;1;0;0;0;0
A;2020-03-05;20;20;0;0;0;0
AB;2020-03-05;9;9;0;0;0;0
AL;2020-03-05;2;2;0;0;0;0
AV;2020-03-05;4;4;0;0;0;0
B;2020-03-05;159;149;0;0;3;7
BA;2020-03-05;0;0;0;0;0;0
BI;2020-03-05;26;26;0;0;0;0
BU;2020-03-05;14;14;0;0;0;0
C;2020-03-05;7;7;0;0;0;0
CA;2020-03-05;1;1;0;0;0;0
CC;2020-03-05;5;5;0;0;0;0
CE;2020-03-05;0;0;0;0;0;0
CO;2020-03-05;7;7;0;0;0;0
CR;2020-03-05;22;21;0;0;1;0
CS;2020-03-05;4;4;0;0;0;0
CU;2020-03-05;14;12;2;0;0;0
GC;2020-03-05;2;2;0;0;0;0
GI;2020-03-05;8;8;0;0;0;0
GR;2020-03-05;4;4;0;0;0;0
GU;2020-03-05;9;9;0;0;0;0
H;2020-03-05;1;1;0;0;0;0
HU;2020-03-05;0;0;0;0;0;0
J;2020-03-05;8;8;0;0;0;0
L;2020-03-05;5;4;0;0;0;1
LE;2020-03-05;6;6;0;0;0;0
LO;2020-03-05;27;27;0;0;0;0
LU;2020-03-05;0;0;0;0;0;0
M;2020-03-05;667;654;0;0;0;13
MA;2020-03-05;25;25;0;0;0;0
ML;2020-03-05;1;1;0;0;0;0
MU;2020-03-05;12;10;2;0;0;0
NA;2020-03-05;19;19;0;0;0;0
NC;2020-03-05;17;17;0;0;0;0
O;2020-03-05;5;5;0;0;0;0
OR;2020-03-05;5;5;0;0;0;0
P;2020-03-05;0;0;0;0;0;0
PM;2020-03-05;12;12;0;0;0;0
PO;2020-03-05;6;6;0;0;0;0
S;2020-03-05;0;0;0;0;0;0
SA;2020-03-05;4;4;0;0;0;0
SE;2020-03-05;10;10;0;0;0;0
SG;2020-03-05;3;3;0;0;0;0
SO;2020-03-05;4;4;0;0;0;0
SS;2020-03-05;6;6;0;0;0;0
T;2020-03-05;7;7;0;0;0;0
TE;2020-03-05;1;1;0;0;0;0
TF;2020-03-05;14;14;0;0;0;0
TO;2020-03-05;17;17;0;0;0;0
V;2020-03-05;22;22;0;0;0;0
VA;2020-03-05;8;8;0;0;0;0
VI;2020-03-05;43;43;0;0;0;0
Z;2020-03-05;9;9;0;0;0;0
ZA;2020-03-05;3;3;0;0;0;0
A;2020-03-06;25;24;1;0;0;0
AB;2020-03-06;12;12;0;0;0;0
AL;2020-03-06;2;2;0;0;0;0
AV;2020-03-06;4;4;0;0;0;0
B;2020-03-06;224;213;0;0;2;9
BA;2020-03-06;4;4;0;0;0;0
BI;2020-03-06;22;22;0;0;0;0
BU;2020-03-06;14;14;0;0;0;0
C;2020-03-06;16;16;0;0;0;0
CA;2020-03-06;2;2;0;0;0;0
CC;2020-03-06;7;7;0;0;0;0
CE;2020-03-06;0;0;0;0;0;0
CO;2020-03-06;2;2;0;0;0;0
CR;2020-03-06;34;34;0;0;0;0
CS;2020-03-06;4;4;0;0;0;0
CU;2020-03-06;10;4;6;0;0;0
GC;2020-03-06;2;2;0;0;0;0
GI;2020-03-06;17;16;0;0;0;1
GR;2020-03-06;6;6;0;0;0;0
GU;2020-03-06;19;19;0;0;0;0
H;2020-03-06;2;2;0;0;0;0
HU;2020-03-06;1;1;0;0;0;0
J;2020-03-06;10;10;0;0;0;0
L;2020-03-06;8;6;0;0;1;1
LE;2020-03-06;4;4;0;0;0;0
LO;2020-03-06;45;44;1;0;0;0
LU;2020-03-06;2;2;0;0;0;0
M;2020-03-06;806;784;0;0;0;22
MA;2020-03-06;40;39;1;0;0;0
ML;2020-03-06;1;1;0;0;0;0
MU;2020-03-06;10;10;0;0;0;0
NA;2020-03-06;19;19;0;0;0;0
NC;2020-03-06;18;18;0;0;0;0
O;2020-03-06;12;12;0;0;0;0
OR;2020-03-06;4;4;0;0;0;0
P;2020-03-06;0;0;0;0;0;0
PM;2020-03-06;10;10;0;0;0;0
PO;2020-03-06;3;3;0;0;0;0
S;2020-03-06;9;9;0;0;0;0
SA;2020-03-06;9;8;1;0;0;0
SE;2020-03-06;5;4;1;0;0;0
SG;2020-03-06;4;4;0;0;0;0
SO;2020-03-06;5;5;0;0;0;0
SS;2020-03-06;5;5;0;0;0;0
T;2020-03-06;7;7;0;0;0;0
TE;2020-03-06;1;1;0;0;0;0
TF;2020-03-06;20;20;0;0;0;0
TO;2020-03-06;22;22;0;0;0;0
V;2020-03-06;39;38;1;0;0;0
VA;2020-03-06;7;7;0;0;0;0
VI;2020-03-06;54;53;0;1;0;0
Z;2020-03-06;13;13;0;0;0;0
ZA;2020-03-06;4;4;0;0;0;0
A;2020-03-07;18;18;0;0;0;0
AB;2020-03-07;25;23;2;0;0;0
AL;2020-03-07;1;1;0;0;0;0
AV;2020-03-07;2;2;0;0;0;0
B;2020-03-07;265;242;0;0;6;17
BA;2020-03-07;2;2;0;0;0;0
BI;2020-03-07;21;20;0;0;0;1
BU;2020-03-07;16;16;0;0;0;0
C;2020-03-07;15;14;0;0;1;0
CA;2020-03-07;3;3;0;0;0;0
CC;2020-03-07;11;10;1;0;0;0
CE;2020-03-07;0;0;0;0;0;0
CO;2020-03-07;5;5;0;0;0;0
CR;2020-03-07;45;43;0;0;2;0
CS;2020-03-07;8;7;1;0;0;0
CU;2020-03-07;12;9;3;0;0;0
GC;2020-03-07;3;3;0;0;0;0
GI;2020-03-07;15;12;0;0;0;3
GR;2020-03-07;11;11;0;0;0;0
GU;2020-03-07;20;20;0;0;0;0
H;2020-03-07;3;3;0;0;0;0
HU;2020-03-07;2;2;0;0;0;0
J;2020-03-07;8;8;0;0;0;0
L;2020-03-07;10;9;0;0;0;1
LE;2020-03-07;6;4;2;0;0;0
LO;2020-03-07;39;38;1;0;0;0
LU;2020-03-07;3;3;0;0;0;0
M;2020-03-07;864;851;1;0;0;12
MA;2020-03-07;32;32;0;0;0;0
ML;2020-03-07;3;3;0;0;0;0
MU;2020-03-07;18;16;2;0;0;0
NA;2020-03-07;43;42;1;0;0;0
NC;2020-03-07;37;36;0;0;0;1
O;2020-03-07;12;12;0;0;0;0
OR;2020-03-07;6;6;0;0;0;0
P;2020-03-07;2;2;0;0;0;0
PM;2020-03-07;6;6;0;0;0;0
PO;2020-03-07;8;8;0;0;0;0
S;2020-03-07;12;12;0;0;0;0
SA;2020-03-07;14;14;0;0;0;0
SE;2020-03-07;11;11;0;0;0;0
SG;2020-03-07;10;10;0;0;0;0
SO;2020-03-07;7;7;0;0;0;0
SS;2020-03-07;10;9;0;0;0;1
T;2020-03-07;13;13;0;0;0;0
TE;2020-03-07;4;4;0;0;0;0
TF;2020-03-07;15;15;0;0;0;0
TO;2020-03-07;34;34;0;0;0;0
V;2020-03-07;46;46;0;0;0;0
VA;2020-03-07;9;9;0;0;0;0
VI;2020-03-07;60;60;0;0;0;0
Z;2020-03-07;16;16;0;0;0;0
ZA;2020-03-07;7;7;0;0;0;0
A;2020-03-08;41;41;0;0;0;0
AB;2020-03-08;24;23;1;0;0;0
AL;2020-03-08;4;4;0;0;0;0
AV;2020-03-08;4;4;0;0;0;0
B;2020-03-08;288;277;0;0;1;10
BA;2020-03-08;3;3;0;0;0;0
BI;2020-03-08;43;42;0;1;0;0
BU;2020-03-08;17;17;0;0;0;0
C;2020-03-08;16;16;0;0;0;0
CA;2020-03-08;6;6;0;0;0;0
CC;2020-03-08;12;10;2;0;0;0
CE;2020-03-08;1;1;0;0;0;0
CO;2020-03-08;3;3;0;0;0;0
CR;2020-03-08;37;37;0;0;0;0
CS;2020-03-08;6;6;0;0;0;0
CU;2020-03-08;20;16;4;0;0;0
GC;2020-03-08;13;13;0;0;0;0
GI;2020-03-08;12;11;0;0;0;1
GR;2020-03-08;14;14;0;0;0;0
GU;2020-03-08;23;23;0;0;0;0
H;2020-03-08;1;1;0;0;0;0
HU;2020-03-08;2;2;0;0;0;0
J;2020-03-08;6;6;0;0;0;0
